id,business_name,contractor_license_number,contractor_license_type_code,contractor_license_type_code_desc,address_line_1,address2,city,state,zip,phone_number,license_effective_date,license_expiration_date,business_type_code,business_type_code_desc,specialty_code1,specialty_code1_desc,specialty_code2,specialty_code2_desc,ubi,primary_principal_name,status_code,contractor_license_status,contractor_license_suspend_date,is_home_contractor,mailer_category,priority_category,website_url,website_status,business_description,tagline,established_year,years_in_business,services_offered,service_categories,specializations,website_email,website_phone,physical_address,residential_focus,commercial_focus,emergency_services,free_estimates,warranty_offered,confidence_score,classification_confidence,website_confidence,processing_status,last_processed,manual_review_needed,manual_review_reason,review_status,reviewed_by,reviewed_at,address_line_1,zip_code
71,1002 COATINGS & CONST LLC,1002CCC811LR,CC,CONSTRUCTION CONTRACTOR,PO BOX 1445,,SUMNER,WA,98390,(253) 678-1806,2019-06-19,2027-07-19,L,Limited Liability Company,01,GENERAL,,,604411571.0,"BYRAN, JUSTIN DAVID",A,ACTIVE,,,Painting,False,https://www.1002coatingsandconst.com,found_enhanced,"1002 COATINGS & CONST LLC specializes in coatings and construction services, likely focusing on painting and surface finishes.",,,,"Interior Painting, Exterior Painting, Surface Coating, Construction Services","Painting, Coatings and Finishes",,,,,,,,,,1.0,,1.0,completed,2025-07-23 03:18:52,False,,approved_download,,,,
301,2 BROTHERS CONTRACTING LLC,2BROTBC853M3,CC,CONSTRUCTION CONTRACTOR,7017 NE 124TH AVE,,VANCOUVER,WA,98682,(360) 909-2265,2015-07-23,2027-09-25,L,Limited Liability Company,01,GENERAL,,,603406996.0,"PENNINGTON, CHARLES E",A,ACTIVE,,True,Roofing,False,https://www.2brotherscontracting.com,found_enhanced,"2 Brothers Contracting LLC is a dedicated roofing company servicing Washington and Oregon, specializing in residential roofing needs.",,,,"Residential tear off & re-roof, New construction roofing","Roofing, Residential roofing services",,,,,,,,,,1.0,,1.0,completed,2025-07-23 18:17:44,False,,approved_download,,,,
49,1-800 PLUMBER & AIR PACIFIC NW,1800PPA785KB,PC,PLUMBING CONTRACTOR,9735 SW SUNSHINE CT ST 100,,BEAVERTON,OR,97005,(503) 676-3449,2022-06-22,2026-06-22,C,Corporation,01,JOURNEY LEVEL,,,604745340.0,"NGUYEN, CHRISTOPHER DAO",A,ACTIVE,,True,Plumbing,False,https://1800plumber.com/portland-or/,,1-800-Plumber +Air is an industry-leading Plumbing and HVAC company focused on providing high-quality services in the Portland Metro and Vancouver areas.,,,,"Plumbing Services, Heating Services, Cooling Services, Emergency Services","Plumbing, Plumbing and HVAC Services",,,,,,,,,,1.0,,,completed,2025-07-23 03:17:35,False,,approved_download,,,,
288,1STOP INTERIOR,1STOPI*772D8,CC,CONSTRUCTION CONTRACTOR,345 Ohio St,,BELLINGHAM,WA,98225,(360) 676-6034,2023-03-28,2027-03-28,L,Limited Liability Company,01,GENERAL,,,604721431.0,"Peralta, Fatima Patricia",A,ACTIVE,,True,Flooring,False,https://www.1stopinterior.net,found_enhanced,"1 Stop Interiors focuses on floor coverings and interior design for every type of budget, serving the Bellingham, WA area.",,,,"Flooring installation, Interior design","Flooring, Floor coverings and interior design",,,,,,,,,,1.0,,0.85,completed,2025-07-23 18:16:12,False,,approved_download,,,,
48,1-2-3 PLUMBING LLC,123PLPL767OF,PC,PLUMBING CONTRACTOR,8115 18TH AVE CT E,,TACOMA,WA,98404,(253) 882-4845,2024-09-06,2026-09-06,L,Limited Liability Company,01,JOURNEY LEVEL,,,605597570.0,"SANCHEZ BAZAIL, RICARDO",A,ACTIVE,,,Plumbing,False,https://www.123plumbing.com,found_enhanced,"1-2-3 PLUMBING LLC is a plumbing contractor based in Tacoma, WA, providing plumbing services.",,,,,"Plumbing, Plumbing Contractor",,,,,,,,,,1.0,,0.95,completed,2025-07-23 03:17:35,False,,approved_download,,,,
45,1 WAY ELECTRICAL SERVS LLC,1WAYEWE761MS,EC,ELECTRICAL CONTRACTOR,1107 NW 61ST ST,,SEATTLE,WA,98107,(206) 694-9024,2024-07-19,2026-07-19,L,Limited Liability Company,01,GENERAL,,,605573382.0,"Stanley, Jonathan L",A,ACTIVE,,,Electrical,False,https://www.1wayelectricalservs.com,found_enhanced,"1 WAY ELECTRICAL SERVS LLC is an electrical contractor based in Seattle, WA, specializing in electrical services.",,,,"Electrical installation, Electrical repair, Wiring services, Lighting installation","Electrical, Electrical Contractor",,,,,,,,,,1.0,,0.95,completed,2025-07-23 03:17:20,False,,approved_download,,,,
347,2 SONS PLUMBING LLC,2SONSSP833OF,CC,CONSTRUCTION CONTRACTOR,PO Box 371,,HOBART,WA,98025,(206) 736-6300,2017-09-06,2025-09-06,L,Limited Liability Company,01,GENERAL,,,604160920.0,"SCHULTES, TYLER R",S,SUSPENDED,2024-12-10,True,Plumbing,False,https://www.2sonsplumbing.com,found_enhanced,"2 SONS PLUMBING LLC is a plumbing contractor based in Hobart, WA, providing a range of plumbing services to the local community.",,,,"Sewer services, Drain cleaning, Pipe installation and repair, Water heater services","Plumbing, General Plumbing Services",,,,,,,,,,1.0,,0.95,completed,2025-07-23 18:20:56,False,,approved_download,,,,
80,1040WINDOWREMODELING L L C,1040WLL806MG,CC,CONSTRUCTION CONTRACTOR,9906 NE 39TH ST,,VANCOUVER,WA,98662,(971) 777-5107,2020-07-07,2024-08-31,L,Limited Liability Company,01,GENERAL,,,604478977.0,"MARTINS, JONATHAS SILVA",E,EXPIRED,2023-08-10,True,Windows & Doors,False,https://www.1040windowremodelingllc.net,found_enhanced,"1040WINDOWREMODELING LLC specializes in window remodeling services in Vancouver, WA.",,,,"Window installation, Window replacement, Window repair","Windows & Doors, Window Remodeling",,,,,,,,,,1.0,,0.85,completed,2025-07-23 03:19:25,False,,approved_download,,,,
113,12 TILE,12TILT*852LA,CC,CONSTRUCTION CONTRACTOR,12907 E gibson rd,F101,Everett,WA,98204,(206) 422-1359,2015-06-01,2027-04-18,I,Individual,RE,"Tile, Ceramic, Mosaic, Natural and MFG Stone",,,602703282.0,"FARNSWORTH, ERICK ALAN",A,ACTIVE,,True,Flooring,False,https://www.12tile.net,found_enhanced,"12 TILE is a flooring contractor specializing in tile installation services in Everett, WA.",,,,"Tile Installation, Tile Repair, Flooring Consultation","Flooring, Tile Installation",,,,,,,,,,1.0,,0.85,completed,2025-07-23 03:20:58,False,,approved_download,,,,
273,1ST PRECISION PAINTING,1STPRPP843OL,CC,CONSTRUCTION CONTRACTOR,13308 E 12TH AVE,,SPOKANE VALLEY,WA,99206,(208) 757-0710,2016-09-13,2018-09-13,I,Individual,01,GENERAL,,,603246662.0,"Churches, Conrad Alan",R,RE-LICENSED,,,Painting,False,https://www.1stprecisionpainting.com,found_enhanced,"1ST PRECISION PAINTING is a contractor business located in Spokane Valley, WA, specializing in painting services.",,,,"Interior Painting, Exterior Painting, Residential Painting, Commercial Painting","Painting, Interior and Exterior Painting",,,,,,,,,,1.0,,0.95,completed,2025-07-23 18:15:48,False,,approved_download,,,,
122,123 Electric Service Inc,123ELES877DA,CC,CONSTRUCTION CONTRACTOR,14725 NE 20TH STREET D-12,,Bellevue,WA,98007,(425) 455-2027,2013-03-01,2025-09-25,C,Corporation,01,GENERAL,,,602762749.0,"LEBER, BRETT CHARLES",A,ACTIVE,,True,Electrical,False,https://123electricservice.com/,,"123 Electric Service is a licensed, bonded, and insured electrician based in Bellevue, WA, specializing in electrical, heating, and air conditioning repairs.",,,,"Electrical Wiring, Remodels and Additions, Panel and Sub Panel Installations, Heating Services, Air Conditioning Services, Security Systems, Troubleshooting","Electrical, Electrical Repairs and Installations",,,,,,,,,,1.0,,,completed,2025-07-23 04:54:08,False,,approved_download,,,,
250,1ST CHOICE ROOFING & SDNG LLC,1STCHCR783PO,CC,CONSTRUCTION CONTRACTOR,2111 N 19TH DR,,PASCO,WA,99301,(509) 845-6908,2022-10-20,2024-10-20,L,Limited Liability Company,01,GENERAL,,,604973872.0,"HERNADEZ SANCHEZ, JARIO E",E,EXPIRED,2024-10-13,,Roofing,False,https://1st.net,,"1ST CHOICE ROOFING & SDNG LLC is a roofing contractor based in Pasco, WA, specializing in roofing services.",,,,,"Roofing, Roofing Contractor",,,,,,,,,,1.0,,,completed,2025-07-23 05:29:26,False,,approved_download,,,,
291,2 A T PAINTING LLC,2TPAITP858CF,CC,CONSTRUCTION CONTRACTOR,1239 Feather Ln,,OAK HARBOR,WA,98277,(360) 840-5052,2015-02-06,2027-02-06,L,Limited Liability Company,01,GENERAL,,,603444796.0,"STORRS, TAYLOR JOHN YOUNG",A,ACTIVE,,True,Painting,False,https://www.2atpainting.com,found_enhanced,"2 A T Painting LLC is an established painting company with two decades of experience, prioritizing safety and excellence.",,,,"Interior Painting, Exterior Painting, Residential Painting, Commercial Painting","Painting, House Painting",,,,,,,,,,1.0,,0.95,completed,2025-07-23 18:17:05,False,,approved_download,,,,
298,2 BROTHERS CONCRETE LLC,2BROTBC780DW,CC,CONSTRUCTION CONTRACTOR,4040 AUBURN WAY S TRLR 59,,AUBURN,WA,98092,(206) 941-8858,2022-01-25,2026-02-22,L,Limited Liability Company,01,GENERAL,,,604782759.0,"ALVARADO MENDOZA, ARTURO",A,ACTIVE,,True,Concrete,False,https://www.2brothersconcrete.org/,,"2 Brothers Concrete LLC is a family-operated business specializing in high-quality concrete services, including driveways, patios, sidewalks, and more, with a focus on customer satisfaction.",,,,"Driveways, Patios, Sidewalks, Basketball Courts, Stamped/Colored Concrete, Concrete Fire Pits, Retaining Walls, Foundations, Warehouse Floor Repair and Replacement","Concrete, Flatwork and Decorative Concrete",,,,,,,,,,1.0,,,completed,2025-07-23 18:17:37,False,,approved_download,,,,
104,12 CUSTOM HOMES LLC,12CUSCH819RK,CC,CONSTRUCTION CONTRACTOR,208 COTTAGE AVE #1,,CASHMERE,WA,98815,(509) 423-4969,2019-12-12,2023-12-12,L,Limited Liability Company,01,GENERAL,,,604543201.0,"Hernandez Ordonez, Daniela Vic",E,EXPIRED,,True,Custom Homes,False,https://www.12customhomes.com,found_enhanced,"12 Custom Homes LLC specializes in building custom homes in Cashmere, WA.",,,,"Custom Home Building, Residential Construction","Custom Homes, Home Building",,,,,,,,,,1.0,,1.0,completed,2025-07-23 03:20:48,False,,approved_download,,,,
102,11TH HR WELDING  FAB & RPR LLC,11THHHW785NQ,CC,CONSTRUCTION CONTRACTOR,300 SE 6TH CIRCLE,,BATTLE GROUND,WA,98604,(702) 232-6433,2022-08-18,2026-09-04,L,Limited Liability Company,RI,Welding and Ornamental Metal,,,604825752.0,"JOHNSON, THOMAS A JR",A,ACTIVE,,,Handyman,False,https://www.11thhrweldingfabandrpr.com,found_enhanced,11TH HR WELDING FAB & RPR LLC specializes in welding fabrication and repair services.,,,,"Welding, Fabrication, Repair","Handyman, Welding Fabrication and Repair",,,,,,,,,,1.0,,1.0,completed,2025-07-23 03:20:31,False,,approved_download,,,,
67,10/Zero5 General Contr LLC,10ZERGC793J2,CC,CONSTRUCTION CONTRACTOR,5609 W. Richardson Rd.,,PASCO,WA,99301,(509) 539-2907,2021-04-22,2025-06-30,L,Limited Liability Company,01,GENERAL,,,604193408.0,"Diaz, Francisco Javier",E,EXPIRED,,,Handyman,False,https://www.10zero5generalcontr.com,found_enhanced,"10/Zero5 General Construction LLC is a contractor business located in Pasco, WA, providing various construction and repair services.",,,,"Home Renovation, General Repairs","Handyman, General Repair Services",,,,,,,,,,1.0,,1.0,completed,2025-07-23 03:18:38,False,,approved_download,,,,
18,@ YOUR SERVICE HOME APPL RPR,YOURSYS884LO,CC,CONSTRUCTION CONTRACTOR,13106 133RD PL NE,,KIRKLAND,WA,98034,(425) 814-9462,2012-06-20,2026-07-13,C,Corporation,01,GENERAL,,,602152596.0,"HOLLAND, HUBIE FRANKLIN",A,ACTIVE,,True,Handyman,False,https://www.yourservicehomeapplrpr.net,found_enhanced,At Your Service Home Appliance Repair provides repair services for various home appliances.,,,,"Appliance Repair, Home Repair","Handyman, Home Appliance Repair",,,,,,,,,,1.0,,0.85,completed,2025-07-23 03:16:09,False,,approved_download,,,,
14,(TCHS) TRI-CITIES HOMES SERV,TCHSTTH791JF,CC,CONSTRUCTION CONTRACTOR,241 JAMES ST,,WEST RICHLAND,WA,99353,(509) 907-2154,2021-04-06,2025-04-06,L,Limited Liability Company,01,GENERAL,,,604733783.0,"GALLARDO ARRIAGA, JORGE",E,EXPIRED,,True,Handyman,False,https://www.tchstricitieshomesserv.net,found_enhanced,"TCHS (Tri-Cities Homes Serv) is a licensed contractor based in West Richland, WA, specializing in home services.",,,,"General Repairs, Home Maintenance, Renovations","Handyman, General Repair Services",,,,,,,,,,1.0,,0.85,completed,2025-07-23 03:15:57,False,,approved_download,,,,
11,& BUILD,BUILDB*793D9,CC,CONSTRUCTION CONTRACTOR,1622 Queen Anne Ave N,,SEATTLE,WA,98109,(206) 271-1267,2021-06-29,2023-06-29,L,Limited Liability Company,01,GENERAL,,,604422881.0,"Demers-Changelo, Nicole Marie",E,EXPIRED,2022-12-31,,Handyman,False,https://www.andbuild.net,found_enhanced,"Contractor business offering general repair services in Seattle, WA.",,,,,"Handyman, General Repair",,,,,,,,,,1.0,,0.85,completed,2025-07-23 03:12:20,False,,approved_download,,,,
16,+1 HAMMER LLC,1HAMMHL799NE,CC,CONSTRUCTION CONTRACTOR,925 MALAGA AVE,,WENATCHEE,WA,98801,(509) 679-2915,2021-08-04,2023-08-04,L,Limited Liability Company,01,GENERAL,,,603593899.0,"MATTSON, STEVEN ROBB",E,EXPIRED,,,Painting,False,https://www.1hammer.com,found_enhanced,"+1 HAMMER LLC is a contractor business located in Wenatchee, WA, specializing in painting and millwork services.",,,,"Painting, Millwork, Ceramic Tile Installation","Painting, Millwork and Painting Contractors",,,,,,,,,,1.0,,1.0,completed,2025-07-23 03:16:04,False,,approved_download,,,,
103,12 BROTHERS CONSTRUCTION LLC,12BROBC809BS,CC,CONSTRUCTION CONTRACTOR,15102 SE 184TH ST,,Renton,WA,98058,(206) 922-9441,2020-01-10,2026-01-12,L,Limited Liability Company,01,GENERAL,,,604555192.0,"COJOC, VALENTIN V",A,ACTIVE,,,Handyman,False,https://www.12brothersconstruction.com,found_enhanced,"12 Brothers Construction LLC is a construction contractor based in Renton, WA, specializing in various home improvement and repair services.",,,,"General Repairs, Window Installation, Home Additions","Handyman, General Repairs",,,,,,,,,,1.0,,0.95,completed,2025-07-23 03:20:27,False,,approved_download,,,,
34,1 NEW MECHANICAL LLC,1NEWMNM831JG,CC,CONSTRUCTION CONTRACTOR,11906 206TH AVE SE,,SNOHOMISH,WA,98290,(425) 326-7551,2017-04-07,2027-04-10,L,Limited Liability Company,01,GENERAL,,,604097392.0,"FIGUEROA-SANTILLAN, JOSE G",A,ACTIVE,,,HVAC,False,https://www.1newmechanical.com,found_enhanced,"1 New Mechanical LLC is a construction contractor based in Snohomish, WA, specializing in HVAC services.",,,,"Heating installation, Cooling installation, HVAC maintenance","HVAC, Heating and Cooling Services",,,,,,,,,,1.0,,1.0,completed,2025-07-23 03:17:09,False,,approved_download,,,,
242,1st Choice Plumbing & Rep. LLC,1STCHCP796DP,CC,CONSTRUCTION CONTRACTOR,40 Stohler Rd,,SELAH,WA,98942,(509) 895-4035,2021-03-17,2025-03-17,L,Limited Liability Company,01,GENERAL,,,604664586.0,"Benscoter, Joshua Todd",E,EXPIRED,,,Plumbing,False,https://1st.net,,"1st Choice Plumbing & Rep. LLC is a plumbing contractor based in Selah, WA, offering reliable plumbing services.",,,,"General plumbing repairs, Pipe installation, Drain cleaning, Leak detection, Water heater installation","Plumbing, General Plumbing Services",,,,,,,,,,1.0,,,completed,2025-07-23 05:28:49,False,,approved_download,,,,
296,2 BROS FLOORING LLC,2BROSBF853OT,CC,CONSTRUCTION CONTRACTOR,111 NW 148th St,,Vancouver,WA,98685,(971) 344-7396,2015-09-30,2025-10-08,L,Limited Liability Company,01,GENERAL,,,603544493.0,"ROMERO VEGA, JORGE LUIS",A,ACTIVE,,,Flooring,False,https://www.2brosflooring.com,found_enhanced,"2 BROS FLOORING LLC specializes in flooring services in Vancouver, WA.",,,,"Flooring installation, Flooring repair, Flooring consultation","Flooring, Flooring Installation",,,,,,,,,,1.0,,0.95,completed,2025-07-23 18:17:51,False,,approved_download,,,,
105,12 DECKS & FENCES LLC,12DECDF813MN,CC,CONSTRUCTION CONTRACTOR,13915 99TH AVE SE,,Snohomish,WA,98296,(206) 487-6747,2019-07-15,2027-07-15,L,Limited Liability Company,01,GENERAL,,,604470991.0,"Mirbek, Taubayev",A,ACTIVE,,True,Fencing,False,https://12decks.vercel.app/,,"12 Decks & Fences LLC specializes in constructing decks and fences using wood and composite materials, serving the Greater Seattle Area with a focus on environmentally sustainable practices.",,,,"Deck Installation, Fence Installation, Design and Planning, Material Selection, Project Planning, Disposal of Old Materials","Fencing, Deck and Fence Installation",,,,,,,,,,1.0,,,completed,2025-07-23 03:20:36,False,,approved_download,,,,
244,1ST CHOICE PLUMBING INC,1STCHCP788O2,PC,PLUMBING CONTRACTOR,PO BOX 3875,,EVERETT,WA,98213,(425) 876-8015,2022-09-22,2026-09-22,C,Corporation,01,JOURNEY LEVEL,,,601895478.0,"CAMPBELL, SCOTT TRACY",A,ACTIVE,,True,Plumbing,False,https://1st-choice-plumbing.com,,"1st Choice Plumbing offers fast, affordable plumbing services across Boca Raton, Delray Beach, and more.",,,,"Plumbing repairs, Drain cleaning, Leak detection, Water heater solutions, Emergency plumbing","Plumbing, Residential Plumbing Services",,,,,,,,,,1.0,,,completed,2025-07-23 05:29:00,False,,approved_download,,,,
57,1-800-STRIPER OF BELLEVUE,1800SB*767M5,CC,CONSTRUCTION CONTRACTOR,11112 NE 124TH LN APT D213,,KIRKLAND,WA,98034,(425) 532-5401,2024-07-25,2026-07-25,L,Limited Liability Company,SS,Paving/ Striping/ Seal Coating,,,605548197.0,"HESS, KIERAN MATTHEW",A,ACTIVE,,False,Painting,False,https://1800striper.com/striper-of-bellevue/,,"1-800-STRIPER of Bellevue specializes in professional line striping services for parking lots, sports courts, and more in the Greater Puget Sound area.",,,,"Parking lot striping, Restriping, ADA compliance striping, Sport court and playground markings, Fire lane striping, Interior striping","Painting, Line Striping",,,,,,,,,,1.0,,,completed,2025-07-23 03:17:58,False,,approved_download,,,,
305,2 BROTHERS STONE MASONRY LLC,2BROTBS810NO,CC,CONSTRUCTION CONTRACTOR,1007 S 5TH AVE,,PASCO,WA,99301,(509) 528-1032,2019-08-20,2026-03-18,L,Limited Liability Company,01,GENERAL,,,604218865.0,"GONZALEZ PONCE, DUSTY ANGEL",A,ACTIVE,,,Concrete,False,https://www.2brothersstonemasonry.com,found_enhanced,"2 Brothers Stone Masonry LLC specializes in masonry services, providing high-quality stonework for various construction projects.",,,,"Stone masonry, Brick laying, Concrete work","Concrete, Masonry Services",,,,,,,,,,1.0,,1.0,completed,2025-07-23 18:18:18,False,,approved_download,,,,
6,#1 SIDING LLC,1SIDISL833Q2,CC,CONSTRUCTION CONTRACTOR,5600 MT SOLO RD,UNIT 144,LONGVIEW,WA,98632,(360) 721-4342,2017-11-22,2024-10-18,L,Limited Liability Company,01,GENERAL,,,604157130.0,"REYES-GASTELUM, FAVIAN",E,EXPIRED,2023-10-25,,Siding,False,https://www.1siding.com,found_enhanced,"#1 SIDING LLC specializes in siding installation and repair services in Longview, WA.",,,,"Siding installation, Siding repair, Siding replacement","Siding, Siding Installation and Repair",,,,,,,,,,1.0,,1.0,completed,2025-07-23 02:35:15,False,,approved_download,,,,
411,23RD ST GARDENING & DESIGN,23RDSSG789KZ,CC,CONSTRUCTION CONTRACTOR,1911 23RD ST,,ANACORTES,WA,98221,(425) 335-5287,2022-05-11,2026-10-28,I,Individual,BW,LANDSCAPING,,,604448283.0,"SCIGLIBAGLIO, MARY TERESA",A,ACTIVE,,True,Landscaping,False,https://www.23rdstgardeninganddesign.net,found_enhanced,"23RD ST GARDENING & DESIGN specializes in gardening and landscape design services in Anacortes, WA.",,,,"Landscape design, Gardening services, Plant installation, Maintenance services","Landscaping, Gardening and Design",,,,,,,,,,1.0,,0.85,completed,2025-07-23 18:29:11,False,,approved_download,,,,
66,10 STAR PAINTING LLC,10STASP821DN,CC,CONSTRUCTION CONTRACTOR,30132 36TH PL S,,AUBURN,WA,98001,(206) 914-6434,2018-03-15,2020-03-15,L,Limited Liability Company,01,GENERAL,,,604216286.0,"LUNGU, SERGHEI",E,EXPIRED,,,Painting,False,https://www.10starpainting.com,found_enhanced,"10 STAR PAINTING LLC is a licensed construction contractor based in Auburn, WA, specializing in painting services.",,,,"Interior Painting, Exterior Painting, Residential Painting, Commercial Painting","Painting, Interior and Exterior Painting",,,,,,,,,,1.0,,0.95,completed,2025-07-23 03:18:34,False,,approved_download,,,,
68,100 Oaks Nrsy Lndscp/Grdn Srvs,100OAON875M5,CC,CONSTRUCTION CONTRACTOR,5411 Camelot Dr. SW,,OLYMPIA,WA,98512,(360) 789-0873,2013-07-25,2019-07-25,I,Individual,BW,LANDSCAPING,,,600615685.0,"Hollingsworth, James Melford",E,EXPIRED,2019-05-07,True,Landscaping,False,https://www.100oaksnrsylndscpgrdnsrvs.net,found_enhanced,"100 Oaks Nursery Landscaping/Garden Services provides landscaping and gardening services in Olympia, WA.",,,,"Landscaping, Garden Services, Nursery Services","Landscaping, Nursery and Garden Services",,,,,,,,,,1.0,,0.85,completed,2025-07-23 03:18:45,False,,approved_download,,,,
