business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
A&R HVAC LLC,ARHVAHL760JA,CONSTRUCTION CONTRACTOR,1755 MARK ST,,OAK HARBOR,WA,98277,(360) 499-1829,"MAGDOLEN, ALISSA MARIE",https://nextdoor.com/pages/ar-hvac-llc-oak-harbor-wa/,HVAC,"A&R HVAC LLC provides expert HVAC and refrigeration services in Oak Harbor, WA, serving both residential and commercial clients with installations, repairs, and maintenance.","A/C Installation, A/C Repair, Heat Pump Installation, Furnace Installation, Maintenance Services",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:57:52.189265,,2025-07-31 19:40:29.246584
A+ MECHANICAL LLC,AMECHL*807NK,CONSTRUCTION CONTRACTOR,4430 94TH PL NE,,MARYSVILLE,WA,98270,(425) 327-9306,"MCGLINCHY, AARON THOMAS",https://nextdoor.com/pages/a-mechanical-port-matilda-pa/,HVAC,"A+ Mechanical is an HVAC contractor based in Marysville, WA, providing heating and cooling services with over 20 years of experience.","Gas fireplaces, Ductless heat pumps, Water tanks/tankless water heaters, Furnaces/Air conditioners, Duct work, Gas piping",0.85,0.75,1.00,,completed,approved_download,2025-07-31 19:58:20.320688,,2025-07-31 19:40:29.246584
A-1 SECURITY METAL FAB INC,A1SECMF090MG,CONSTRUCTION CONTRACTOR,6123 NE 63RD ST,,VANCOUVER,WA,986611906,(360) 696-2722,"THOMAS, PATRICK JOHN",https://www.columbian.com/news/2010/dec/04/a-1-security-metal-fab-inc/,Fencing,"A-1 Security Metal Fab Inc. is a welding shop specializing in ornamental iron railing, fences, and light metal fabrication.","Ornamental iron railing, Fences, Light metal fabrication, Aluminum railing system distribution",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:58:43.737559,,2025-07-31 19:40:29.246584
A-1 TOP NOTCH ROOFING INC,A1TOPNR022D1,CONSTRUCTION CONTRACTOR,11800 NE 185TH ST,,BATTLE GROUND,WA,98604,(360) 687-8244,"CUNNINGHAM, KEVIN RAYMOND",https://us.nextdoor.com/pages/a-1-top-notch-roofing-inc/,Roofing,"A-1 Top Notch Roofing Inc is a licensed and bonded roofing contractor based in Battle Ground, WA, providing quality roofing services at reasonable prices.","Roof installation, Roof repair, Roof replacement",0.81,0.75,0.90,,completed,approved_download,2025-07-31 19:58:47.943582,,2025-07-31 19:40:29.246584
A-GRADE SEALCOATING,GRADES*821QN,CONSTRUCTION CONTRACTOR,18716 NE 25TH ST,,VANCOUVER,WA,98684,(360) 600-7352,"SHANNON, ROBERT MARTIN",https://agradesealcoating.com,Concrete,"A-Grade Sealcoating specializes in asphalt sealcoating, paving, and parking lot maintenance services in Vancouver, WA, ensuring customer satisfaction with every project.","Asphalt Sealcoating, Paving, Parking Lot Striping, Crack Sealing, Pothole Repair, Sign Installation, Asphalt Cleaning, Curb Painting",1.00,,1.00,,completed,approved_download,2025-07-31 19:59:24.674711,,2025-07-31 19:40:29.246584
A1 ASPHALT PAVING INC,A1ASPAP957DC,CONSTRUCTION CONTRACTOR,25210 45th Pl S,,KENT,WA,98032,(253) 630-6676,"GHAG, AMRIK SINGH",https://www.a1asphaltpc.com/,Concrete,"A1 Asphalt Paving Inc provides high-quality asphalt paving services to residents and businesses in Kent, Washington.","Asphalt paving, Driveway paving, Parking lot maintenance, Excavation services",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:00:10.320844,,2025-07-31 19:40:29.399204
A1 INTEGRITY INC,A1INTII840NK,CONSTRUCTION CONTRACTOR,2415 E FOURTH PLAIN BLVD,,VANCOUVER,WA,98661,(360) 254-3554,"THOMAS, DYLAN JOHN",https://nextdoor.com/pages/a1-integrity-inc-vancouver-wa/,Windows & Doors,"A1 Integrity Inc, now rebranded as Ambassador Window Cleaning, is a family-owned business providing window cleaning, gutter cleaning, and pressure washing services in the Vancouver/Portland Metro area.","Window Cleaning, Gutter Cleaning, Pressure Washing, Roof Moss Removal, Solar Panel Cleaning, Holiday Light Installation",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:00:25.747406,,2025-07-31 19:40:29.399204
A1 SEPTIC ON LOPEZ LLC,A1SEPSL810RJ,CONSTRUCTION CONTRACTOR,6382 FISHERMAN BAY RD,,LOPEZ ISLAND,WA,98261,(360) 622-6354,"KRAMER, JASON DALE",http://www.a1septiconlopez.com/contact-a1.html,Plumbing,"A1 Septic on Lopez LLC provides septic system services on Lopez Island, WA, including inspections and pumping.","Septic system inspections, Septic pumping, Outer island work",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:00:28.926683,,2025-07-31 19:40:29.399204
A1DESIGNBUILD,A1DES**755LZ,CONSTRUCTION CONTRACTOR,3310 Northwest Ave,,BELLINGHAM,WA,98225,(360) 734-5249,"MARTIN, PATRICK JOHN",https://sustainableconnections.org/a1-designbuild/,Kitchen & Bath,"A1DesignBuild is a designer and builder of homes in Bellingham and Whatcom County, specializing in residential sustainable design and building.","Home Remodeling, Custom Home Building, Sustainable Design, Interior Design, Cabinetry and Countertops",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:00:37.860514,,2025-07-31 19:40:29.399204
AA TREE SERVICE INC,AATRETS815MH,CONSTRUCTION CONTRACTOR,28205 203RD Ave SE,,Kent,WA,98042,(206) 412-7722,"AGUIRRE SILVA, AMANDA",https://aatreeservice.net,Landscaping,"AA TREE SERVICE INC provides professional tree services including tree removal, stump grinding, and emergency tree services.","Tree removal, Stump grinding, Emergency tree services, Tree health assessments, Excavation services",0.90,,0.90,,completed,approved_download,2025-07-31 20:01:14.741404,,2025-07-31 19:40:29.399204
AAA METAL RAILINGS LLC,AAAMEMR790JK,CONSTRUCTION CONTRACTOR,7015 NE 181st,,Kenmore,WA,98028,(425) 247-9826,"AMAYA, MELANIE STEPHANIE",https://aaametalrailings.com,Fencing,"Custom metal railings to fit your needs! Interior, exterior, stairs or decks, we got you covered! Free estimates available! Locally owned and operated.","Custom metal railings, Interior railings, Exterior railings, Stair railings, Deck railings",0.90,,0.90,,completed,approved_download,2025-07-31 20:01:46.564732,,2025-07-31 19:40:29.399204
AAA SUPERCLEAN INC,AAASUSI915BN,CONSTRUCTION CONTRACTOR,4115 78TH PLACE NE,,MARYSVILLE,WA,98270,(360) 657-2692,"ALEXANDER, ALAN ROSS",https://www.tulaliptero.com/TEROReports/NAOBRegistryTulalipAll,Cleaning,"AAA Superclean Inc is a well-known cleaning service provider in Marysville, WA, offering high-quality solutions for residential and commercial cleaning.","Residential cleaning, Commercial cleaning, Janitorial services, Carpet cleaning, Kitchen exhaust hood cleaning, Landscaping, Remodeling, Construction site cleanup",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:02:13.762809,,2025-07-31 19:40:29.399204
AAAAA HOME REPAIR LLC,AAAAAHR763J3,CONSTRUCTION CONTRACTOR,14975 21ST AVE SW,,BURIEN,WA,98166,(206) 579-6642,"GONZALEZ VARGAS, GUILLERMO A",https://aaaaahomerepair.com,Handyman,"AAAAA Home Repair offers expert home repair and remodeling services, specializing in kitchen and bathroom remodels, flooring, deck, and siding installation.","Kitchen Remodeling, Bathroom Remodeling, Flooring Installation, Deck Installation, Siding Installation",0.90,,0.90,,completed,approved_download,2025-07-31 20:02:20.930190,,2025-07-31 19:40:29.399204
AACTION EXCAVATING INC,AACTIEI951MF,CONSTRUCTION CONTRACTOR,PO BOX 294,,BOW,WA,98232,(360) 766-5246,"POCOCK, IAN DAVID",https://aactionexcavating.com,Excavating,"Aaction Excavating Inc. is a family-owned business providing high-quality excavation and trucking services in Skagit, Whatcom, Island, and Snohomish counties since 2002.","Site Preparation, Road Building, Utilities Installation, Trucking, Septic Installation, Sand & Gravel Delivery, Equipment Hauling, Drainage Clearing, Demolition, Rock Hammering, Pipe Installation, Erosion Control",1.00,,1.00,,completed,approved_download,2025-07-31 20:02:28.203893,,2025-07-31 19:40:29.399204
AARD PEST CONTROL INC,AARDPPC913CO,CONSTRUCTION CONTRACTOR,6019 212TH ST SW,,LYNNWOOD,WA,98036,(425) 776-3662,"STEHLE, JOSEPH ROBERT",https://aardpestcontrol.com/,Pest Control,"AARD Pest Control is a family-owned business providing pest control services in the greater Seattle region since 1980, focusing on safe and effective solutions for residential pest problems.","Rodent Control, Ant Control, Spider Control, Wasp Control, Bed Bug Control",0.85,0.75,1.00,,completed,approved_download,2025-07-31 20:02:48.157423,,2025-07-31 19:40:29.399204
ABATEMENT SOLUTIONZ LLC,ABATESL764RC,CONSTRUCTION CONTRACTOR,PO BOX 1447,,SULTAN,WA,98294,(425) 218-4913,"SHANNON, ROBERT LEE JR",https://abatementsolutionz.com,Remediation,"Abatement Solutionz LLC specializes in performing commercial and residential remediation including demolition; asbestos and regulated building material abatement; mold, moisture, and fire damage cleanup; and biological hazard remediation.","Asbestos Abatement, Lead Remediation, Mold Remediation, Fire Damage Cleanup, Water Damage Remediation, Demolition",1.00,,1.00,,completed,approved_download,2025-07-31 20:04:01.996031,,2025-07-31 19:40:29.399204
ABBOTT CONSTRUCTION LLC,ABBOTCL781KS,CONSTRUCTION CONTRACTOR,3408 1ST AVE S,,SEATTLE,WA,98134,(206) 467-8500,"STEDMAN, TROY LOFTE",https://www.procore.com/network/p/jr-abbott-construction-inc-seattle,General Contracting,"Abbott Construction LLC is a construction company based in Seattle, WA, specializing in general contracting, design-build, and construction management services.","General Contracting, Design-Build, Construction Management, Pre-Construction",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:04:31.293064,,2025-07-31 19:40:29.399204
ABC SEALCOATING,ABCSES*754MP,CONSTRUCTION CONTRACTOR,400 W. 8th Street,Unit 330,VANCOUVER,WA,98660,(360) 910-4225,"KRAEMER, WENDY SUE",https://abcsealcoating.org,Concrete,"ABC Sealcoating provides expert asphalt maintenance services, specializing in sealcoating, crack sealing, pothole repair, and more for both residential and commercial clients.","Sealcoating, Crack Sealing, Pothole Repair, Parking Lot Striping, Curb Painting, Custom Sign Installation, Wheel Stop Installation",0.90,,0.90,,completed,approved_download,2025-07-31 20:04:53.713315,,2025-07-31 19:40:29.399204
ABC STONE WORKS LLC,ABCSTSW852PN,CONSTRUCTION CONTRACTOR,230 AUBURN WAY S SUITE 1B,,AUBURN,WA,98002,(206) 771-5720,"Maureira, Adrian Sebastian",https://abcstoneworks.com,Kitchen & Bath,"ABC Stone Works LLC specializes in stone installation work, offering a variety of granite, quartz, and marble slabs for kitchen and bath enhancements.","Stone installation, Granite countertops, Quartz countertops, Marble countertops",0.90,,0.90,,completed,approved_download,2025-07-31 20:04:56.041382,,2025-07-31 19:40:29.399204
ABLE FENCE CO INC,ABLEFFC943CN,CONSTRUCTION CONTRACTOR,18510 NE 10th Ave.,,Ridgefield,WA,98642,(360) 256-5896,"JOY, TERRY LYNN",https://ablefenceinc.com/,Fencing,"Able Fence Company, Inc. specializes in providing high-quality fencing solutions for both residential and commercial properties, with over 35 years of experience.","Aluminum Fencing, Chain Link Fencing, Vinyl Fencing, Wooden Fences, Wrought Iron Fences, Customized Gates",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:05:29.309782,,2025-07-31 19:40:29.399204
ABN CONTRACTORS INC,ABNCOCI878CR,CONSTRUCTION CONTRACTOR,3337 N Shirley St.,,TACOMA,WA,98407,(253) 686-2867,"NORBJERG, ADAM CHRISTOPHER",https://abncontractors.com,General Contracting,"ABN Contractors, Inc. is a father-son owned General Contracting company with over 25 years of experience in home building, garages, additions, remodels, and site development.","Custom Homes, Remodeling & Renovations, Site Development, Garages, Multi-family Homes, Single Family Homes",0.90,,0.90,,completed,approved_download,2025-07-31 20:05:57.165431,,2025-07-31 19:40:29.399204
ABS CABINETS SEATTLE LLC,ABSCACS825CF,CONSTRUCTION CONTRACTOR,5315 4TH AVE S,,SEATTLE,WA,98108,(206) 762-0564,"HUANG, HUI HUA",https://www.abscabinetsseattle.com/,Kitchen & Bath,"ABS CABINETS SEATTLE LLC specializes in kitchen remodeling, offering high-quality and affordable cabinets, countertops, flooring, and tile services in Seattle.","Kitchen Remodeling, Cabinet Installation, Countertop Installation, Flooring Installation, Tile Installation",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:06:46.916383,,2025-07-31 19:40:29.525309
ABS GENERAL CONSTRUCTION,ABSGEGC934P4,CONSTRUCTION CONTRACTOR,3612 NE 4TH ST #19,,RENTON,WA,98056,(206) 850-6316,"AVILA BANUELOS, ADAMBERTO",https://absgeneralconstruction.com,Remodeling,"ABS General Construction Company is a growing, full-service home improvements company based in Seattle, specializing in the remodeling of residential and commercial properties.","Remodeling, New additions, Framing, Crown Molding, Carpentry, Drywall, Roofing, Granite, Tile installation, Carpet installation, Hardwood floors, Windows installation, Doors installation, Painting, Plumbing, Electrical, Decks, Fences, Retaining walls, Stucco repair, Siding service, Pavers",0.90,,0.90,,completed,approved_download,2025-07-31 20:06:55.128241,,2025-07-31 19:40:29.525309
ABSOLUTE A1 FLOORING LLC,ABSOLAF796JK,CONSTRUCTION CONTRACTOR,15511 35TH AVE W,APT G,LYNNWOOD,WA,98087,(425) 344-7806,"SAVCHIK, DANIEL MIKHAILOVICH",https://absolutea1flooring.com,Flooring,"Absolute A1 Flooring is a family-owned flooring company specializing in hardwood, laminate, tile, and carpet installation and repair services.","Hardwood Installation, Laminate Installation, Tile Installation, Carpet Installation, Floor Repair",1.00,,1.00,,completed,approved_download,2025-07-31 20:06:58.195142,,2025-07-31 19:40:29.525309
ABSOLUTE ASBESTOS SERVICES LLC,ABSOLAS783OR,CONSTRUCTION CONTRACTOR,2950 Newmarket St STE 101 PMB 371,,Bellingham,WA,98226,(425) 923-6994,"PACKWOOD, COREY JAMES",https://absoluteasbestosservices.com,Asbestos Abatement,"Absolute Asbestos Services specializes in asbestos inspection, testing, and removal for both residential and commercial buildings, ensuring safe and compliant environments.","Asbestos Testing, Asbestos Abatement, Asbestos Disposal, Lead Renovations, Lead Renovation Testing, Lead Renovation Abatement, Mold Testing, Mold Abatement, Water Restoration, Water Mapping",1.00,,1.00,,completed,approved_download,2025-07-31 20:07:09.805119,,2025-07-31 19:40:29.525309
ABSOLUTE NORTHWEST LLC,ABSOLNL837NP,CONSTRUCTION CONTRACTOR,15403 NE GRANTHAM RD,,AMBOY,WA,98601,(360) 931-4631,"LIES, ALEX ROGER",https://absolute-northwest.com/,Concrete,Absolute Northwest LLC is a family-owned contractor specializing in excavation and concrete services throughout SW Washington.,"Excavation, Concrete prep, Site preparation, Demolition, Land clearing, Roadway repair, Drainage solutions, Building/General Contracting, Driveways and patios, ADA improvements",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:07:36.160672,,2025-07-31 19:40:29.525309
ABSOLUTE SOS,ABSOLS*782C4,CONSTRUCTION CONTRACTOR,PO BOX 533,,MOUNT VERNON,WA,98273,(360) 913-0690,"PANTANO, JENNIFER J",https://absolutesos.com,Plumbing,"Absolute Septic is dedicated to providing reliable, complete and professional services from fixing minor septic system repairs to installing new systems.","Septic System Repair, Septic System Installation, Certified O&M Inspections, Excavation Services",0.90,,0.90,,completed,approved_download,2025-07-31 20:07:58.309901,,2025-07-31 19:40:29.525309
ACADIA BUILDERS GROUP LLC,ACADIBG799N3,CONSTRUCTION CONTRACTOR,2505 S 320th St Suite 670,,FEDERAL WAY,WA,98003,(206) 899-8700,"Khatkar, Karanvirinder Singh",https://acadiabuildersgroup.com,General Contractor,Acadia Builders Group specializes in high-quality craftsmanship and luxury construction projects in the Northwest.,,0.80,,0.80,,completed,approved_download,2025-07-31 20:09:01.135296,,2025-07-31 19:40:29.525309
ACADIA CRAFT LLC,ACADICL777NQ,CONSTRUCTION CONTRACTOR,19311 59TH AVE NE,,ARLINGTON,WA,98223,(253) 880-5709,"BRAILA, DENIS",https://acadiacraft.com,Kitchen & Bath,"Acadia Craft is a leader in Euro-style modern cabinetry, offering sophisticated and sleek cabinets for kitchens and bathrooms in the Greater Seattle area.","Cabinet design, Cabinet manufacturing, Cabinet installation",1.00,,1.00,,completed,approved_download,2025-07-31 20:08:49.156308,,2025-07-31 19:40:29.525309
ACCENTS & INTERIORS INC,ACCENII926JA,CONSTRUCTION CONTRACTOR,19501 144TH AVE NE #A900,,WOODINVILLE,WA,98072,(425) 368-1988,"SULLIVAN, WILLIAM F",https://accents-interiors.com,Interior Design,"Accents & Interiors - The Pacific Northwest's Design, Product, and Installation Resource for Home Builders, focusing on interior finishes for new construction.","Interior Design, Product Supply, Installation Services",0.90,,0.90,,completed,approved_download,2025-07-31 20:09:07.072364,,2025-07-31 19:40:29.525309
ACCESS WELL DRILLING LLC,ACCESWD760MR,CONSTRUCTION CONTRACTOR,619 Wetmore Ave,,EVERETT,WA,98201,(360) 627-0706,"Hopke, Braun Michael",https://accesswelldrilling.com,Water Well Drilling,"Access Well Drilling specializes in water well drilling and servicing for residential and commercial properties, ensuring reliable groundwater solutions.","Water Well Drilling, Pump Installation and Service, Irrigation Well Drilling, Municipal Well Drilling and Servicing, Well Decommissioning",1.00,,1.00,,completed,approved_download,2025-07-31 20:09:23.672638,,2025-07-31 19:40:29.525309
